website_url,technical_name
/shop/2d-matrix-for-x2many-fields-2846,web_widget_x2many_2d_matrix
/shop/2nd-factor-authentication-via-u2f-4686,auth_u2f
/shop/a1-fiscal-certificate-management-for-brazil-715345,l10n_br_fiscal_certificate
/shop/abnamro-nl-bank-statements-import-93,account_banking_nl_abnamro
/shop/absence-policy-3427,hr_policy_absence
/shop/acccount-invoice-section-picking-715537,account_invoice_section_picking
/shop/acccount-invoice-section-sale-order-5458,account_invoice_section_sale_order
/shop/acccount-move-accounting-description-9726,account_move_line_accounting_description
/shop/acccount-move-accounting-purchase-description-9727,account_move_line_accounting_description_purchase
/shop/acccount-move-accounting-sale-order-description-9728,account_move_line_accounting_description_sale
/shop/acccount-move-original-partners-6652,account_move_original_partner
/shop/access-all-operating-units-6519,operating_unit_access_all
/shop/access-all-ous-accounting-11021,account_operating_unit_access_all
/shop/access-all-ous-analytics-6544,analytic_operating_unit_access_all
/shop/access-all-ous-assets-10119,account_asset_operating_unit_access_all
/shop/access-all-ous-contracts-11201,contract_operating_unit_access_all
/shop/access-all-ous-employees-715648,hr_operating_unit_access_all
/shop/access-all-ous-expenses-9695,hr_expense_operating_unit_access_all
/shop/access-all-ous-mis-builder-10593,mis_builder_operating_unit_access_all
/shop/access-all-ous-mrp-715649,mrp_operating_unit_access_all
/shop/access-all-ous-purchase-agreement-6601,purchase_requisition_operating_unit_access_all
/shop/access-all-ous-purchase-orders-9864,purchase_operating_unit_access_all
/shop/access-all-ous-purchase-requests-6618,purchase_request_operating_unit_access_all
/shop/access-all-ous-stock-6585,stock_operating_unit_access_all
/shop/access-supplied-products-from-the-vendor-10599,partner_supplierinfo_smartbutton
/shop/account-account-constraint-code-11185,account_account_constraint_code
/shop/account-account-tag-code-715230,account_account_tag_code
/shop/account-accrual-base-175,account_cutoff_accrual_base
/shop/account-accrual-dates-3058,account_cutoff_accrual_dates
/shop/account-accrual-picking-176,account_cutoff_accrual_picking
/shop/account-accrual-subscriptions-5105,account_cutoff_accrual_subscription
/shop/account-admin-importation-tools-3016,account_admin_tools_importer
/shop/account-admin-tools-3015,account_admin_tools
/shop/account-analytic-account-tag-715173,account_analytic_account_tag
/shop/account-analytic-asset-8874,account_analytic_asset
/shop/account-analytic-brand-717246,account_analytic_brand
/shop/account-analytic-default-account-3020,account_analytic_default_account
/shop/account-analytic-distribution-66,account_analytic_distribution
/shop/account-analytic-distribution-manual-716042,account_analytic_distribution_manual
/shop/account-analytic-distribution-manual-date-716466,account_analytic_distribution_manual_date
/shop/account-analytic-distribution-model-recalculate-716584,account_analytic_distribution_model_recalculate
/shop/account-analytic-distribution-required-3021,account_analytic_distribution_required
/shop/account-analytic-distribution-widget-rebalance-716585,account_analytic_distribution_widget_rebalance
/shop/account-analytic-document-date-716277,account_analytic_document_date
/shop/account-analytic-line-commercial-partner-717111,account_analytic_line_commercial_partner
/shop/account-analytic-line-list-3022,account_analytic_line_list
/shop/account-analytic-line-name-text-5469,account_analytic_line_name_text
/shop/account-analytic-no-lines-71,account_analytic_no_lines
/shop/account-analytic-organization-716131,account_analytic_organization
/shop/account-analytic-parent-72,account_analytic_parent
/shop/account-analytic-plan-required-73,account_analytic_plan_required
/shop/account-analytic-required-75,account_analytic_required
/shop/account-analytic-second-axis-3197,analytic_secondaxis
/shop/account-analytic-sequence-3023,account_analytic_sequence
/shop/account-analytic-spread-by-tag-716089,account_analytic_spread_by_tag
/shop/account-analytic-tag-715172,account_analytic_tag
/shop/account-analytic-tag-default-8875,account_analytic_tag_default
/shop/account-analytic-tag-distribution-715174,account_analytic_tag_distribution
/shop/account-analytic-unique-reference-3024,account_analytic_unique_reference
/shop/account-asset-analytic-78,account_asset_analytic
/shop/account-asset-batch-compute-5644,account_asset_batch_compute
/shop/account-asset-disposal-3025,account_asset_disposal
/shop/account-avatax-oca-log-716415,account_avatax_oca_log
/shop/account-balance-ebp-csv-export-85,account_balance_ebp_csv_export
/shop/account-balance-reporting-engine-87,account_balance_reporting
/shop/account-balance-reporting-to-xls-88,account_balance_reporting_xls
/shop/account-balance-reporting-to-xlsx-3029,account_balance_reporting_xlsx
/shop/account-banking-92,account_banking
/shop/account-banking-ach-credit-transfer-4852,account_banking_ach_credit_transfer
/shop/account-banking-ach-direct-debit-4853,account_banking_ach_direct_debit
/shop/account-banking-aggregate-payment-3030,account_banking_aggregate_payment
/shop/account-banking-girotel-3036,account_banking_nl_girotel
/shop/account-banking-international-credit-transfer-717293,account_banking_international_credit_transfer
/shop/account-banking-lloyds-corporate-csv-import-3043,account_banking_uk_lloyds_corporate
/shop/account-banking-mandate-118,account_banking_mandate
/shop/account-banking-mandate-contact-11563,account_banking_mandate_contact
/shop/account-banking-mandate-sale-119,account_banking_mandate_sale
/shop/account-banking-mandate-sale-contact-715297,account_banking_mandate_sale_contact
/shop/account-banking-nl-clieop-3035,account_banking_nl_clieop
/shop/account-banking-nl-multibank-import-3037,account_banking_nl_multibank
/shop/account-banking-pain-base-module-120,account_banking_pain_base
/shop/account-banking-patu-module-3031,account_banking_fi_patu
/shop/account-banking-payment-blocking-122,account_payment_blocking
/shop/account-banking-payments-3039,account_banking_payment
/shop/account-banking-payments-export-infrastructure-121,account_banking_payment_export
/shop/account-banking-payments-term-filter-8890,account_payment_mode_term
/shop/account-banking-payments-transfer-account-8877,account_banking_payment_transfer
/shop/account-banking-rba-croatia-module-3032,account_banking_hr_rba
/shop/account-banking-sepa-credit-transfer-95,account_banking_sepa_credit_transfer
/shop/account-banking-sepa-direct-debit-101,account_banking_sepa_direct_debit
/shop/account-banking-sepa-fsdd-anticipos-de-credito-1339,l10n_es_account_banking_sepa_fsdd
/shop/account-bank-statement-import-3044,account_bank_statement_import
/shop/account-bank-statement-import-txt-xlsx-5198,account_bank_statement_import_txt_xlsx
/shop/account-bank-statement-line-reconciliation-4681,account_bank_statement_line_reconciliation
/shop/account-bank-statement-no-invoice-import-3168,account_statement_no_invoice_import
/shop/account-bank-statement-reopen-skip-undo-reconciliation-11187,account_bank_statement_reopen_skip_undo_reconciliation
/shop/account-bill-line-distribution-5256,account_bill_line_distribution
/shop/account-brand-4895,account_brand
/shop/account-budget-template-4822,account_budget_template
/shop/account-cash-deposit-10472,account_cash_deposit
/shop/account-cash-discount-base-4612,account_cash_discount_base
/shop/account-cash-discount-base-sale-12690,account_cash_discount_base_sale
/shop/account-cash-discount-payment-4613,account_cash_discount_payment
/shop/account-cash-discount-reconciliation-write-off-display-715543,account_cash_discount_reconcile_write_off
/shop/account-cash-discount-write-off-4614,account_cash_discount_write_off
/shop/account-cash-invoice-155,account_cash_invoice
/shop/account-central-journal-157,account_central_journal
/shop/account-change-company-11588,account_move_change_company
/shop/account-chart-of-accounts-menus-4875,account_coa_menu
/shop/account-chart-update-code-digits-717120,account_chart_update_code_digits
/shop/account-chart-update-multilang-716206,account_chart_update_multilang
/shop/account-chart-update-oss-11188,account_chart_update_l10n_eu_oss
/shop/account-chart-update-oss-oca-11268,account_chart_update_l10n_eu_oss_oca
/shop/account-check-date-5551,account_check_date
/shop/account-check-deposit-160,account_check_deposit
/shop/account-check-payee-11189,account_check_payee
/shop/account-check-printing-report-base-161,account_check_printing_report_base
/shop/account-check-printing-report-caixabank-4744,account_check_printing_caixabank
/shop/account-check-printing-report-dlt103-162,account_check_printing_report_dlt103
/shop/account-check-printing-report-sslm102-5029,account_check_printing_report_sslm102
/shop/account-check-report-5057,account_check_report
/shop/account-checks-1209,l10n_ar_account_check
/shop/account-clearance-plan-5366,account_clearance_plan
/shop/account-comments-8881,account_comment_template
/shop/account-commissions-11564,account_commission
/shop/account-commissions-oca-716485,account_commission_oca
/shop/account-consolidation-165,account_consolidation
/shop/account-consolidation-715520,account_consolidation_oca
